streptococcus_initial_strain_cfu_ml,lactobacillus_initial_strain_cfu_ml,ideal_temperature_c,minimum_milk_proteins,titratable_acidity,pH_milk_sour_,fat_milk_over_100mg_,quality_product,lactobacillus_final_cfu_ml,streptococcus_final_cfu_ml,quality_product_
4.936,4.591,40.463,2.405,1.121,4.501,2.5337,Low fat yogurt,7.7,8.28,0
5.315,4.1610000000000005,40.989,2.595,1.127,4.593,3.0811,Low fat yogurt,6.98,8.92,0
5.95,4.402,40.756,2.668,0.9620000000000001,4.587,2.0685,Low fat yogurt,7.39,9.98,0
4.314,4.863,41.549,2.64,0.975,4.5969999999999995,3.7364,Regular yogurt,8.16,7.24,2
4.598,4.623,41.707,2.676,0.972,4.428999999999999,1.1644,Low fat yogurt,7.76,7.71,0
5.078,4.465,41.547,2.519,1.022,4.5680000000000005,1.429,Low fat yogurt,7.49,8.52,0
5.301,4.957,41.254,2.552,1.024,4.527,3.7457,Regular yogurt,8.32,8.89,2
4.6080000000000005,5.702000000000001,40.602,2.5639999999999996,1.155,4.511,1.9436,Low fat yogurt,9.57,7.73,0
5.591,5.332999999999999,40.760999999999996,2.434,1.112,4.553999999999999,3.3364,Regular yogurt,8.95,9.38,2
5.3020000000000005,4.238,41.646,2.6289999999999996,1.012,4.405,2.0494,Low fat yogurt,7.11,8.9,0
4.457,4.423,41.61,2.658,1.0070000000000001,4.446000000000001,1.0637,Non fat yogurt,7.42,7.48,1
4.743,5.435,41.32899999999999,2.434,1.113,4.5,3.4837,Regular yogurt,9.12,7.96,2
5.914,5.607,40.421,2.608,1.055,4.4239999999999995,3.9938,Regular yogurt,9.41,9.92,2
5.8020000000000005,5.523,41.742,2.465,0.978,4.555,3.4139,Regular yogurt,9.27,9.73,2
4.646,5.9479999999999995,40.089,2.559,1.092,4.449,2.3242,Low fat yogurt,9.98,7.79,0
5.17,5.08,41.742,2.673,0.968,4.452,1.7912,Low fat yogurt,8.52,8.67,0
4.81,5.837999999999999,41.558,2.557,1.105,4.582,3.5575,Regular yogurt,9.79,8.07,2
4.562,4.833,41.358999999999995,2.654,1.015,4.488,1.0795,Non fat yogurt,8.11,7.65,1
5.337999999999999,5.562,40.538000000000004,2.65,1.0959999999999999,4.459,2.444,Low fat yogurt,9.33,8.96,0
5.228,4.466,41.156000000000006,2.502,1.156,4.555,1.4788,Low fat yogurt,7.49,8.77,0
4.395,4.195,40.988,2.51,0.995,4.496,2.3514,Low fat yogurt,7.04,7.37,0
4.938,4.688,41.685,2.6430000000000002,1.034,4.495,3.0312,Low fat yogurt,7.87,8.28,0
4.516,4.071000000000001,40.071,2.6239999999999997,0.988,4.595,3.3141,Regular yogurt,6.83,7.58,2
5.474,4.888999999999999,41.446000000000005,2.414,1.097,4.556,1.8533,Low fat yogurt,8.2,9.18,0
4.489,4.539,41.335,2.659,0.9640000000000001,4.412,1.8671,Low fat yogurt,7.62,7.53,0
5.399,5.245,41.562,2.602,1.15,4.431,3.8777,Regular yogurt,8.8,9.06,2
4.106,5.196000000000001,40.298,2.591,0.992,4.415,3.1925,Low fat yogurt,8.72,6.89,0
5.494,4.194,40.421,2.576,1.048,4.544,3.9445,Regular yogurt,7.04,9.22,2
